x,y
266.05242919921875,181.00106811523438
266.05242919921875,181.00106811523438
266.05242919921875,181.00106811523438
266.0524597167969,181.00106811523438
266.052490234375,181.00106811523438
266.0525207519531,181.00106811523438
266.0525817871094,181.00106811523438
266.0525817871094,181.00106811523438
266.0526123046875,181.00106811523438
266.0526428222656,181.00106811523438
266.05755615234375,181.00106811523438
266.09735107421875,181.00106811523438
266.1712951660156,181.00103759765625
266.2722473144531,181.00100708007812
266.3953552246094,181.0010528564453
266.5375671386719,181.00108337402344
266.6971130371094,181.00120544433594
266.8729553222656,181.00132751464844
267.0645751953125,181.0013885498047
267.2716979980469,181.00143432617188
267.4942321777344,181.00143432617188
267.7332458496094,181.00135803222656
267.9890441894531,181.00135803222656
268.2613525390625,181.0013885498047
268.54986572265625,181.0014190673828
268.8542785644531,181.00149536132812
269.17437744140625,181.00160217285156
269.5100402832031,181.00169372558594
269.861083984375,181.001708984375
270.2273254394531,181.0017547607422
270.6078186035156,181.00189208984375
271.0007019042969,181.00198364257812
271.4029235839844,181.00209045410156
271.8106384277344,181.0021209716797
272.2199401855469,181.00210571289062
272.62841796875,181.00204467773438
273.03497314453125,181.00196838378906
273.4391784667969,181.001953125
273.8412780761719,181.0019073486328
274.24169921875,181.00189208984375
274.6410827636719,181.00184631347656
275.0399169921875,181.0018310546875
275.438720703125,181.0017852783203
275.8376770019531,181.0017852783203
276.2369689941406,181.00177001953125
276.6365051269531,181.00177001953125
277.0362548828125,181.00177001953125
277.4361572265625,181.00177001953125
277.8360900878906,181.00177001953125
278.2359924316406,181.00177001953125
278.6358947753906,181.00177001953125
279.03570556640625,181.00177001953125
279.4355163574219,181.0017852783203
279.8352966308594,181.0017852783203
280.2350769042969,181.0017852783203
280.6348876953125,181.0017852783203
281.03466796875,181.0017852783203
281.4344787597656,181.0017852783203
281.83428955078125,181.0017852783203
282.2341003417969,181.0017852783203
282.6339111328125,181.0017852783203
283.03369140625,181.0017852783203
283.4335021972656,181.0017852783203
283.83331298828125,181.0017852783203
284.2331237792969,181.0017852783203
284.6329345703125,181.0017852783203
285.0327453613281,181.0017852783203
285.43255615234375,181.0017852783203
285.8323669433594,181.0017852783203
286.2321472167969,181.0017852783203
286.6319580078125,181.0017852783203
287.0317687988281,181.0017852783203
287.43157958984375,181.0017852783203
287.8313903808594,181.0017852783203
288.2311706542969,181.0017852783203
288.6309814453125,181.0017852783203
289.03076171875,181.0017852783203
289.4305725097656,181.0017852783203
289.8304138183594,181.0017852783203
290.2301940917969,181.0017852783203
290.6300048828125,181.0017852783203
291.0298156738281,181.0017852783203
291.42962646484375,181.0017852783203
291.8294372558594,181.0017852783203
292.2292175292969,181.0017852783203
292.6290283203125,181.0017852783203
293.0288391113281,181.0017852783203
293.42864990234375,181.0017852783203
293.8284606933594,181.0017852783203
294.2282409667969,181.0017852783203
294.6280517578125,181.0017852783203
295.0278625488281,181.0017852783203
295.42767333984375,181.0017852783203
295.8274841308594,181.0017852783203
296.2272644042969,181.0017852783203
296.6270751953125,181.0017852783203
297.0268859863281,181.0017852783203
297.42669677734375,181.0017852783203
297.8265075683594,181.0017852783203
298.2262878417969,181.0017852783203
298.6260986328125,181.0017852783203
299.0259094238281,181.0017852783203
299.42572021484375,181.0017852783203
299.8255310058594,181.0017852783203
300.2253112792969,181.0017852783203
300.6251220703125,181.0017852783203
301.0249328613281,181.0017852783203
301.42474365234375,181.0017852783203
301.8245544433594,181.0017852783203
302.2243347167969,181.0017852783203
302.6241455078125,181.0017852783203
303.0239562988281,181.0017852783203
303.42376708984375,181.0017852783203
303.8235778808594,181.0017852783203
304.2233581542969,181.00177001953125
304.6231994628906,181.00177001953125
310.48394775390625,181.00245666503906
310.4847106933594,181.00238037109375
310.48504638671875,181.00233459472656
310.4850769042969,181.0023193359375
310.48291015625,181.0023651123047
310.48016357421875,181.00241088867188
310.4684753417969,181.002685546875
310.4383239746094,181.00331115722656
310.38446044921875,181.0042266845703
310.3120422363281,181.0054473876953
310.2274169921875,181.00482177734375
310.1290283203125,181.00314331054688
310.0205078125,181.0013885498047
309.9040832519531,181.00250244140625
309.7833251953125,181.00454711914062
309.6611022949219,181.00656127929688
309.5398864746094,181.00843811035156
309.4207458496094,181.0074005126953
309.3036193847656,181.0054473876953
309.1875915527344,181.00355529785156
309.0718994140625,181.0017547607422
308.95599365234375,181.00274658203125
308.8396301269531,181.004638671875
308.722900390625,181.0065155029297
308.60614013671875,181.00552368164062
308.48944091796875,181.00363159179688
308.37286376953125,181.0017852783203
308.2564697265625,181.00282287597656
308.14007568359375,181.00474548339844
308.0235595703125,181.00662231445312
307.9069519042969,181.005615234375
307.7903137207031,181.00376892089844
307.673583984375,181.00192260742188
307.5568542480469,181.00299072265625
307.44012451171875,181.00491333007812
307.3233947753906,181.0067901611328
307.2066650390625,181.00579833984375
307.0899658203125,181.00393676757812
306.9732666015625,181.00210571289062
306.8565673828125,181.00314331054688
306.7398681640625,181.0050811767578
306.6231994628906,181.00694274902344
306.5065002441406,181.00596618652344
306.38983154296875,181.0041046142578
306.27313232421875,181.00225830078125
306.16070556640625,181.00335693359375
306.05267333984375,181.0050506591797
305.9439697265625,181.00650024414062
305.83184814453125,181.0082244873047
305.716796875,181.00714111328125
305.600341796875,181.0052490234375
305.4841613769531,181.00341796875
305.36920166015625,181.0016632080078
305.2553405761719,181.00267028808594
305.1417541503906,181.0045623779297
305.02752685546875,181.00643920898438
304.9121398925781,181.00823974609375
304.7956848144531,181.00721740722656
304.67852783203125,181.0052947998047
304.56109619140625,181.00338745117188
304.4437255859375,181.00155639648438
304.32666015625,181.0026092529297
304.20989990234375,181.0045623779297
304.09326171875,181.00650024414062
303.9766845703125,181.00836181640625
303.8601379394531,181.00732421875
303.74359130859375,181.00538635253906
303.62701416015625,181.0034942626953
303.5103759765625,181.00169372558594
303.393798828125,181.00274658203125
303.2772521972656,181.0047149658203
303.1606750488281,181.0066375732422
303.0440979003906,181.0084991455078
302.9275817871094,181.00746154785156
302.81109619140625,181.00552368164062
302.6944885253906,181.00364685058594
302.577880859375,181.0018310546875
302.4613342285156,181.0028839111328
302.34478759765625,181.00485229492188
302.2281494140625,181.00677490234375
302.1115417480469,181.0086212158203
301.9949645996094,181.00759887695312
301.87835693359375,181.0056610107422
301.7617492675781,181.0037841796875
301.6451416015625,181.00196838378906
301.5285949707031,181.00303649902344
301.4119873046875,181.00502014160156
301.2953796386719,181.00692749023438
301.17877197265625,181.0087890625
301.0622253417969,181.00775146484375
