time,x,y,z,yaw,speed
11.866080482000001,-0.00018762587569653988,0.0018513640388846397,-0.01663001999258995,-2.0846661362995317e-06,-7.307078249141341e-06
11.916080483,-0.0001879978080978617,0.0018500536680221558,-0.016629980877041817,-2.0846661362995317e-06,-7.226361049106345e-06
11.966080483,-0.00018836974049918354,0.0018487402703613043,-0.016629943624138832,-2.0846661362995317e-06,-7.273849405464716e-06
12.016080484,-0.0001887226098915562,0.0018474202370271087,-0.016629904508590698,5.326322180158476e-07,-7.243710115290014e-06
12.066080485,-0.00017798422777559608,0.0018486779881641269,-0.01662948541343212,5.8589549061319904e-06,-7.2239063229062594e-06
12.116080486,0.01181461289525032,0.0015411662170663476,-0.01671771891415119,-0.0004128966644541965,0.4912918210029602
12.166080486,0.05413813516497612,0.0007506184629164636,-0.016802864149212837,-0.0013468835784088919,0.4912918210029602
12.216080487,0.12630639970302582,-0.00032483122777193785,-0.01674785651266575,-0.002494610821030019,1.1031221151351929
12.266080488,0.2255123406648636,-0.0016593774780631065,-0.016521720215678215,-0.0037453274964315544,1.6789524555206299
12.316080489,0.3488144278526306,-0.0032732347026467323,-0.016141051426529884,-0.00505303399864051,2.6503028869628906
12.366080489,0.49388957023620605,-0.005304228514432907,-0.015747183933854103,-0.006426671162808714,3.06510066986084
12.41608049,0.6586631536483765,-0.007628833409398794,-0.015377731062471867,-0.007736062686570659,3.06510066986084
12.466080491,0.8415380120277405,-0.009975995868444443,-0.015062408521771431,-0.008940339970315288,3.4436349868774414
12.516080492,1.041144609451294,-0.012437502853572369,-0.014838905073702335,-0.010024511809789244,3.7926385402679443
12.566080492,1.2562386989593506,-0.015346772037446499,-0.014580153860151768,-0.011032087599301698,4.116758346557617
12.616080493,1.4859095811843872,-0.018642276525497437,-0.014252624474465847,-0.011961167755981368,4.419870853424072
12.666080494,1.7293556928634644,-0.022267013788223267,-0.013864326290786266,-0.012803668129503648,4.705050945281982
12.716080495,1.9861260652542114,-0.02461303398013115,-0.012922401539981365,-0.010490097907065048,4.974725723266602
12.766080495,2.255375862121582,-0.02638155221939087,-0.01155040692538023,-0.009306180281794616,5.228435039520264
12.816080496,2.5363266468048096,-0.028030093759298325,-0.010097350925207138,-0.008226039594361306,5.47041130065918
12.866080497,2.828489065170288,-0.029601071029901505,-0.008764571510255337,-0.007292007102381118,5.702898979187012
12.916080498,3.1314125061035156,-0.031112026423215866,-0.007721137721091509,-0.006481582735683435,5.926620960235596
12.966080498,3.4446990489959717,-0.032569579780101776,-0.0070763397961854935,-0.005783617628095455,6.142624855041504
13.016080499,3.7678544521331787,-0.03395688533782959,-0.006146735977381468,-0.0051839881833127014,6.551371097564697
13.0660805,4.100717067718506,-0.03525750711560249,-0.004964751657098532,-0.004661145162897496,6.745389461517334
13.116080501,4.443196773529053,-0.036505162715911865,-0.0038156125228852034,-0.004219373551431887,6.932797431945801
13.166080501,4.795083999633789,-0.037699971348047256,-0.0029071804601699114,-0.0038273034438842065,7.113914489746094
13.216080502,5.156043529510498,-0.03885703533887863,-0.002404403407126665,-0.0035040552445690576,7.113914489746094
13.266080503,5.525568962097168,-0.039941053837537766,-0.0021138377487659454,-0.003218666584922369,7.289046764373779
13.316080504,5.9035234451293945,-0.040957897901535034,-0.0020345684606581926,-0.0029444166485498003,7.459152698516846
13.366080504,6.289583206176758,-0.0419456772506237,-0.002108306623995304,-0.0027530737257141116,7.62387228012085
13.416080505,6.683399677276611,-0.042262494564056396,-0.002256660256534815,-0.001130663636107393,7.9344024658203125
13.466080506,7.084141731262207,-0.042063359171152115,-0.002423209836706519,-9.884349043447424e-05,7.9344024658203125
13.516080507,7.489737510681152,-0.041514500975608826,-0.002569961128756404,0.0007440872085681392,8.060656547546387
13.566080507,7.896958827972412,-0.04069317877292633,-0.0026759717147797346,0.0014413026519137211,8.133831977844238
13.616080508,8.303315162658691,-0.03965695947408676,-0.0027482600416988134,0.0020426442960164506,8.13658618927002
13.666080509,8.708909034729004,-0.03844384849071503,-0.002802581526339054,0.002559830179709838,8.118146896362305
13.71608051,9.113739013671875,-0.037077341228723526,-0.0028406523633748293,0.003017894147277793,8.08880615234375
13.76608051,9.517813682556152,-0.035585980862379074,-0.0028651426546275616,0.003396062761994719,8.08880615234375
13.816080511,9.921137809753418,-0.033987682312726974,-0.0028788375202566385,0.0037230994640050996,8.0741548538208
13.866080512,10.32371711730957,-0.032294861972332,-0.0028849029913544655,0.004007524028128262,8.04492473602295
13.916080513,10.725555419921875,-0.03051789477467537,-0.0028858946170657873,0.004256264054164639,8.04492473602295
13.966080513,11.12665843963623,-0.028667598962783813,-0.0028835295233875513,0.00447144590979709,8.030351638793945
14.016080514,11.52702808380127,-0.026524944230914116,-0.0028794477693736553,0.0051734562134392766,8.01580810546875
14.066080515,11.926667213439941,-0.02416095696389675,-0.0028748703189194202,0.005642172045144573,8.001283645629883
14.116080516,12.32618236541748,-0.021638883277773857,-0.0028771208599209785,0.006030461972375427,7.98680305480957
14.166080516,12.72671127319336,-0.018983226269483566,-0.0028834533877670765,0.006362824476417318,8.00159740447998
14.216080517,13.127277374267578,-0.016230950132012367,-0.0028813171666115522,0.006635532172041429,8.014660835266113
14.266080518,13.526899337768555,-0.013400143012404442,-0.0028719711117446423,0.006884269857408878,8.00652027130127
14.316080518,13.924849510192871,-0.01051968801766634,-0.002858924912288785,0.007071757958596409,7.980422019958496
14.366080519,14.320781707763672,-0.007591141853481531,-0.0028464507777243853,0.007259776611407355,7.942845344543457
14.41608052,14.714757919311523,-0.0046197534538805485,-0.0028371429070830345,0.007422763110417501,7.901785850524902
14.466080521,15.107199668884277,-0.001621657283976674,-0.0028337095864117146,0.007538875893647659,7.8652472496032715
14.516080521,15.498798370361328,0.0014040449168533087,-0.002836799481883645,0.007644869705032813,7.829714298248291
14.566080522,15.890360832214355,0.004469326697289944,-0.0028456877917051315,0.007757255623182804,7.829714298248291
14.616080523,16.282636642456055,0.007583247032016516,-0.002858466934412718,0.007870704205025579,7.855363845825195
14.666080524,16.67618751525879,0.010792874731123447,-0.0028726959135383368,0.008076302321774297,7.855363845825195
14.716080524,17.0712890625,0.014067532494664192,-0.0028856657445430756,0.0081940130016585,7.884063720703125
14.766080525,17.4679012298584,0.01739335246384144,-0.002894935430958867,0.008300539445261669,7.915622234344482
